station_code,location,,,state,,,temperature_(0_c),,dissolved_oxygen_(mg/_l),,ph,,conductivity_(µmho/_cm),,,bio-chemical,,,nitrate_(mg/_l),,faecal_coliform_(mpn/_100_ml),,,,total_coliform_(mpn/_100_ml),
3167,"SHEONATH AT
RAJNANDGAON,
D/S AT MOHAD,
RAJNANDGAON",,,CHHATTISGARH,28.0,28.0,6.3,,7.4,,7.4,7.6,,,,,,,,,,,,,,
1847,"KHAROON RIVER
B/C KHAPRI DRAIN,
DURG, RAIPUR
ROAD",,,CHHATTISGARH,28.0,28.0,6.2,,7.8,,7.3,7.7,,,,,,,,,,,,,,
1846,,KHAROON RIVER,,CHHATTISGARH,28.0,28.0,6.4,,7.8,,7.2,7.6,,,,,,,,,,,,,,
,,"A/C KHAPRI DRAIN,",,,,,,,,,,,,,,,,,,,,,,,,
,,CHHATISGARH.,,,,,,,,,,,,,,,,,,,,,,,,
1853,,KHAROON RIVER,,CHHATTISGARH,24.0,34.0,6.2,,7.0,,7.6,7.7,238,562,,,,,,,,,,,240,240
,,"BUNDRI, RAIPUR,",,,,,,,,,,,,,,,,,,,,,,,,
,,CHHATISGARH.,,,,,,,,,,,,,,,,,,,,,,,,
1105,,HASDEO AT U/S,,CHHATTISGARH,25.0,26.0,1.6,,7.6,,7.1,7.2,,,0.4,,14.0,,0.20,0.45,,,,,,
,,"KORBA,",,,,,,,,,,,,,,,,,,,,,,,,
,,CHHATISGARH.,,,,,,,,,,,,,,,,,,,,,,,,
1106,,HASDEO AT U/S OF,,CHHATTISGARH,22.0,39.0,7.0,,8.0,,8.0,8.5,125,470,1.0,,3.0,,2.60,6.70,,,,,30,500
,,"CHAMPA,",,,,,,,,,,,,,,,,,,,,,,,,
,,CHHATISGARH.,,,,,,,,,,,,,,,,,,,,,,,,
3165,,HASDEO RIVER 100,,CHHATTISGARH,25.0,26.0,6.6,,7.2,,7.1,7.7,,,0.8,,1.8,,0.30,0.57,,,,,,
,,METER,,,,,,,,,,,,,,,,,,,,,,,,
,,DOWNSTREAM,,,,,,,,,,,,,,,,,,,,,,,,
,,AFTER,,,,,,,,,,,,,,,,,,,,,,,,
,,CONFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,
3168,"DOWNSTREAM OF
HASDEO RIVER
NEAR URGA
VILLAGE KORBA",,,CHHATTISGARH,25.0,26.0,6.2,,7.2,,7.2,7.4,,,1.2,,2.4,,0.30,0.70,,,,,,
1848,,ARPA RIVER D/S OF,,CHHATTISGARH,31.0,36.0,6.0,,6.9,,8.5,8.5,207,235,1.7,,2.6,,2.70,3.00,,,,,110,170
,,"BILASPUR,",,,,,,,,,,,,,,,,,,,,,,,,
,,CHHATISGARH.,,,,,,,,,,,,,,,,,,,,,,,,
"Station
Code",LOCATION,,,STATE,"Temperature
(0 C)",,,Dissolved,,,pH,,"Conductivity
(µmho/ Cm)",,,Bio-Chemical,,,"Nitrate
(mg/ L)",,"Faecal Coliform
(MPN/ 100 mL)",,,,"Total Coliform
(MPN/ 100 mL)",
,,,,,,,,Oxygen,,,,,,,,Oxygen Demand,,,,,,,,,,
,,,,,,,,(mg/ L),,,,,,,,(mg/ L),,,,,,,,,,
,,,,,,,> 5.0 mg/ L,,,,6.5 - 8.5,,,,< 3.0 mg/ L,,,,,,,< 2500 MPN/ 100,,,,
,,,,,,,,,,,,,,,,,,,,,,mL,,,,
,,,,,Min,Max,Min,,Max,,Min,Max,Min,Max,Min,,Max,,Min,Max,Min,,Max,,Min,Max
1849,,KELO RIVER U/S OF,,CHHATTISGARH,15.0,27.0,6.7,,7.2,,7.4,7.5,191,220,0.5,,2.8,,0.86,1.14,120,,120,,39,460
,,"RAIGARH,",,,,,,,,,,,,,,,,,,,,,,,,
,,CHHATISGARH.,,,,,,,,,,,,,,,,,,,,,,,,
1850,,KELO RIVER D/S OF,,CHHATTISGARH,15.0,27.0,6.6,,7.0,,7.5,7.7,27,221,1.9,,3.6,,0.96,2.16,,,,,64,460
,,"RAIGARH,",,,,,,,,,,,,,,,,,,,,,,,,
,,CHHATISGARH.,,,,,,,,,,,,,,,,,,,,,,,,
3169,,DRINKING WATER,,CHHATTISGARH,25.0,26.0,6.6,,7.6,,7.2,7.3,,,0.6,,7.2,,0.30,0.54,,,,,,
,,INTAKE WELL OF,,,,,,,,,,,,,,,,,,,,,,,,
,,MUNICIPAL CO.,,,,,,,,,,,,,,,,,,,,,,,,
,,KORBA,,,,,,,,,,,,,,,,,,,,,,,,
3170,"DRINKING WATER
INTAKE WELL OF
MUNICIPAL CO.
KORBA",,,CHHATTISGARH,25.0,26.0,7.0,,7.8,,7.2,7.3,,,0.2,,7.2,,0.30,0.44,,,,,,
1267,,IB AT,,ODISHA,21.0,35.0,5.3,,8.6,,6.6,7.9,111,212,0.4,,2.0,,0.13,0.99,20,,2200,,45,3500
,,"SUNDARGARH,",,,,,,,,,,,,,,,,,,,,,,,,
,,ODISHA,,,,,,,,,,,,,,,,,,,,,,,,
1268,,IB AT JHARSUGUDA,,ODISHA,17.0,28.0,7.2,,8.0,,6.5,8.6,114,648,0.4,,1.7,,0.05,1.65,20,,14000,,110,4300
,,"(INTAKE), ODISHA",,,,,,,,,,,,,,,,,,,,,,,,
1300,,IB AT RAJ NAGAR,,ODISHA,17.0,28.0,6.8,,8.0,,6.9,8.4,107,392,0.4,,1.8,,0.06,0.96,2,,14100,,20,3500
,,"U/S, ODISHA",,,,,,,,,,,,,,,,,,,,,,,,
1269,"IB AT
BRAJRAJNAGAR
(INTAKE) D/S,
ODISHA",,,ODISHA,16.0,30.0,7.2,,8.2,,6.9,8.4,111,534,0.5,,2.9,,0.08,1.56,2,,2800,,45,4300
2403,"BHEDEN RIVER
BEFORE
CONFLUENCE WITH
IB RIVER",,,ODISHA,16.0,31.0,7.4,,8.2,,7.2,8.4,102,339,0.6,,2.8,,0.06,2.42,2,,9200,,2,16000
1279,,KUAKHAI AT,,ODISHA,21.0,31.0,5.3,,9.7,,6.5,8.3,146,245,0.6,,1.6,,0.05,1.51,490,,2400,,1300,3500
,,BHUBANESWAR,,,,,,,,,,,,,,,,,,,,,,,,
,,"U/S, ODISHA",,,,,,,,,,,,,,,,,,,,,,,,
"Station
Code",,,LOCATION,,,STATE,,,"Temperature
(0 C)",,,,,,,Dissolved,,,,,pH,,,,,
,,,,,,,,,,,,,,,,Oxygen,,,,,,,,,,
,,,,,,,,,,,,,,,,(mg/ L),,,,,,,,,,
,,,,,,,,,,,,,,,> 5.0 mg/ L,,,,,,6.5 - 8.5,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,
1280,,,,KUAKHAI AT,,ODISHA,,,19.0,,,32.0,,,0.9,,,7.8,,,6.7,,,8.2,,
,,,,BHUBANESWAR,,,,,,,,,,,,,,,,,,,,,,
,,,,"D/S, ODISHA",,,,,,,,,,,,,,,,,,,,,,
2410,,,,BHUBANESWAR,,ODISHA,,,20.0,,,31.0,,,5.5,,,8.7,,,6.7,,,8.4,,
,,,,FU/S,,,,,,,,,,,,,,,,,,,,,,
2411,,,"BHUBANESWAR
FD/S ( 2 KM AFTER
CONFLUENCE OF
GANGUA",,,ODISHA,,,19.0,,,32.0,,,1.2,,,11.1,,,6.8,,,8.1,,
1301,,,,KATHAJODI AT,,ODISHA,,,23.0,,,36.0,,,4.6,,,8.4,,,6.8,,,8.4,,
,,,,"CUTTACK D/S,",,,,,,,,,,,,,,,,,,,,,,
,,,,ODISHA,,,,,,,,,,,,,,,,,,,,,,
2412,,,,SANKHA U/S ( D/S,,ODISHA,,,20.0,,,35.0,,,4.8,,,8.2,,,6.7,,,8.1,,
,,,,OF MANDIRA DAM),,,,,,,,,,,,,,,,,,,,,,
,2408,,,TEL,,,ODISHA,,,24.0,,,32.0,,,6.6,,,8.4,,,6.5,,,8.3,
1640,,,,BIRUPA AT,,ODISHA,,,23.0,,,32.0,,,6.6,,,9.2,,,6.7,,,8.2,,
,,,,"CHOUDWAR,",,,,,,,,,,,,,,,,,,,,,,
,,,,ODISHA,,,,,,,,,,,,,,,,,,,,,,
2409,,,,CUTTACK FDS,,ODISHA,,,21.0,,,31.0,,,5.6,,,7.8,,,7.1,,,8.5,,
,,,,(SERUA) AT,,,,,,,,,,,,,,,,,,,,,,
,,,,SANKHATRASA,,,,,,,,,,,,,,,,,,,,,,
3887,,,,SAMBALPUR FD/S T,,ODISHA,,,22.0,,,31.0,,,6.0,,,8.2,,,6.7,,,8.4,,
,,,,SHANKARMATH,,,,,,,,,,,,,,,,,,,,,,
3889,,,,ONG AT,,ODISHA,,,23.0,,,32.0,,,6.7,,,8.4,,,6.4,,,8.5,,
,,,,DHARUAKHAMMA,,,,,,,,,,,,,,,,,,,,,,
,3891,,,KATHJODI U/S,,,ODISHA,,,20.0,,,31.0,,,6.9,,,8.4,,,6.5,,,8.1,
3892,,,,KATHJODI FD/S AT,,ODISHA,,,22.0,,,31.0,,,4.2,,,9.2,,,6.9,,,8.5,,
,,,,MATTAGAJPUR,,,,,,,,,,,,,,,,,,,,,,
3893,,,,KATHJODI AT,,ODISHA,,,22.0,,,30.0,,,6.6,,,8.6,,,7.2,,,8.1,,
,,,,KAMASASAN,,,,,,,,,,,,,,,,,,,,,,
,3894,,,DAYA AT GELAPUR,,,ODISHA,,,20.0,,,31.0,,,6.0,,,9.9,,,7.0,,,8.3,
3895,,,DAYA AT KANAS,,,ODISHA,,,20.0,,,32.0,,,2.8,,,8.9,,,6.9,,,8.4,,
"Station
Code",,,LOCATION,,,STATE,,,"Temperature
(0 C)",,,,,,,Dissolved,,,,,pH,,,,,
,,,,,,,,,,,,,,,,Oxygen,,,,,,,,,,
,,,,,,,,,,,,,,,,(mg/ L),,,,,,,,,,
,,,,,,,,,,,,,,,> 5.0 mg/ L,,,,,,6.5 - 8.5,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,
3896,,,"GANGUA NEAR
RAJDHANI
ENGINEERING
COLLEGE",,,ODISHA,,,20.0,,,32.0,,,0.4,,,4.6,,,6.5,,,7.6,,
3897,,,,GANGUA AT,,ODISHA,,,21.0,,,31.0,,,0.5,,,3.2,,,6.5,,,7.7,,
,,,,PALASUNI,,,,,,,,,,,,,,,,,,,,,,
3898,,,,GANGUA AT,,ODISHA,,,19.0,,,31.0,,,0.0,,,3.8,,,3.8,,,7.9,,
,,,,SAMANTARAPUR,,,,,,,,,,,,,,,,,,,,,,
3899,,,,GANGUA AT,,ODISHA,,,20.0,,,32.0,,,0.7,,,6.6,,,6.7,,,8.1,,
,,,,VADIMULA,,,,,,,,,,,,,,,,,,,,,,
3900,,,KENDRAPADA U/S,,,ODISHA,,,20.0,,,31.0,,,5.2,,,7.6,,,7.1,,,8.4,,
,3901,,,KENDRAPADA D/S,,,ODISHA,,,20.0,,,32.0,,,4.4,,,7.8,,,7.0,,,8.4,
3902,,,,DEVI AT,,ODISHA,,,23.0,,,30.0,,,6.2,,,7.6,,,7.2,,,8.2,,
,,,,MACCHIGAON,,,,,,,,,,,,,,,,,,,,,,
3903,,,,KUSHABHADRA AT,,ODISHA,,,22.0,,,31.0,,,5.1,,,10.0,,,6.9,,,8.4,,
,,,,BHINGARPUR,,,,,,,,,,,,,,,,,,,,,,
3904,,,,KUSHABHADRA AT,,ODISHA,,,22.0,,,33.0,,,5.5,,,8.5,,,7.0,,,8.5,,
,,,,NIMAPARA,,,,,,,,,,,,,,,,,,,,,,
3905,,,,KUSHABHADRA AT,,ODISHA,,,23.0,,,34.0,,,5.2,,,8.2,,,7.0,,,8.5,,
,,,,GOP,,,,,,,,,,,,,,,,,,,,,,
3906,,,,PURI U/S,,ODISHA,,,23.0,,,31.0,,,4.8,,,8.6,,,6.6,,,8.4,,
,,,,MALATIPATPUR,,,,,,,,,,,,,,,,,,,,,,
,3907,,,PURI AT GOLASAHI,,,ODISHA,,,25.0,,,32.0,,,3.2,,,11.6,,,7.2,,,8.4,
3908,,,,BHARGAVI AT,,ODISHA,,,23.0,,,31.0,,,4.3,,,10.3,,,7.4,,,8.5,,
,,,,CHANDANPUR,,,,,,,,,,,,,,,,,,,,,,
"Station
Code",,,LOCATION,,,STATE,,,"Temperature
(0 C)",,,,,,,Dissolved,,,,,pH,,,,,
,,,,,,,,,,,,,,,,Oxygen,,,,,,,,,,
,,,,,,,,,,,,,,,,(mg/ L),,,,,,,,,,
,,,,,,,,,,,,,,,> 5.0 mg/ L,,,,,,6.5 - 8.5,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,
3909,,,"KANSARI RIVER AT
BANAPUR ROAD
NEAR
PURUSHOTTAMPUR",,,ODISHA,,,17.0,,,33.0,,,4.4,,,8.4,,,6.7,,,8.4,,
3910,,,,BADASANKHA NADI,,ODISHA,,,17.0,,,33.0,,,3.3,,,10.1,,,7.1,,,8.4,,
,,,,NEAR,,,,,,,,,,,,,,,,,,,,,,
,,,,LANGALESWAR,,,,,,,,,,,,,,,,,,,,,,
3911,,,,RATNACHIRA,,ODISHA,,,21.0,,,30.0,,,3.1,,,9.0,,,7.1,,,8.5,,
,,,,NAADI AT,,,,,,,,,,,,,,,,,,,,,,
,,,,KUMARADIHI,,,,,,,,,,,,,,,,,,,,,,
3912,,,,NUNA NADI AT,,ODISHA,,,20.0,,,32.0,,,5.6,,,8.4,,,7.0,,,8.5,,
,,,,BIJIPUR,,,,,,,,,,,,,,,,,,,,,,
3913,,,,KUSUMI NADI NEAR,,ODISHA,,,19.0,,,32.0,,,6.2,,,8.4,,,7.3,,,8.3,,
,,,,TANGI,,,,,,,,,,,,,,,,,,,,,,
,,,,(LAXMIDHARA PUR),,,,,,,,,,,,,,,,,,,,,,
3914,,,,SABULIA NADI,,ODISHA,,,17.0,,,33.0,,,4.1,,,8.6,,,7.5,,,8.5,,
,,,,NEAR RAMBHA (AT,,,,,,,,,,,,,,,,,,,,,,
,,,,JAGANNATHPATNA),,,,,,,,,,,,,,,,,,,,,,
3942,,,,SONO RIVER AT,,ODISHA,,,13.0,,,27.0,,,5.0,,,8.4,,,6.9,,,8.4,,
,,,,KANANDURGA ROD,,,,,,,,,,,,,,,,,,,,,,
,,,,NEAR REMUNA,,,,,,,,,,,,,,,,,,,,,,
,3943,,,BALASORE U/S,,,ODISHA,,,13.0,,,29.0,,,6.4,,,8.8,,,7.0,,,8.3,
3944,,,,RUSSELKUNDA,,ODISHA,,,10.0,,,26.0,,,6.0,,,9.8,,,7.0,,,8.3,,
,,,,RESERVOIR,,,,,,,,,,,,,,,,,,,,,,
3945,,,,RUSHIKULYA AT,,ODISHA,,,9.0,,,25.0,,,6.0,,,8.6,,,6.9,,,8.5,,
,,,,ASKA,,,,,,,,,,,,,,,,,,,,,,
3946,,,"BADA NADI AT
ASKA",BADA NADI AT,,ODISHA,,,10.0,,,27.0,,,6.5,,,9.5,,,7.4,,,8.4,,
,3947,,,NALABANTA,,,ODISHA,,,9.0,,,26.0,,,6.0,,,10.0,,,7.5,,,8.4,
"Station
Code",,,LOCATION,,,STATE,,,"Temperature
(0 C)",,,,,,"Dissolved Oxygen
(mg/ L)",,,,,,pH,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,> 5.0 mg/ L,,,,,,6.5 - 8.5,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,
1081,,,,BAITARNI AT JODA,,ODISHA,,,16.0,,,28.0,,,6.2,,,8.7,,,6.9,,,8.3,,
,,,,ODISHA,,,,,,,,,,,,,,,,,,,,,,
1082,,,,BAITARNI AT,,ODISHA,,,17.0,,,28.0,,,6.8,,,8.1,,,7.0,,,8.4,,
,,,,"ANANDPUR,",,,,,,,,,,,,,,,,,,,,,,
,,,,ODISHA,,,,,,,,,,,,,,,,,,,,,,
1083,,,,BAITARNI AT,,ODISHA,,,17.0,,,28.0,,,6.5,,,8.4,,,7.4,,,8.4,,
,,,,JAJPUR ODISHA,,,,,,,,,,,,,,,,,,,,,,
1084,,,,BAITARNI AT,,ODISHA,,,17.0,,,30.0,,,5.6,,,9.2,,,7.1,,,8.4,,
,,,,"CHANDBALI,",,,,,,,,,,,,,,,,,,,,,,
,,,,ODISHA,,,,,,,,,,,,,,,,,,,,,,
1085,,,,BAITARNI AT,,ODISHA,,,17.0,,,28.0,,,5.6,,,8.8,,,6.9,,,8.1,,
,,,,DHAMRA ODISHA,,,,,,,,,,,,,,,,,,,,,,
3935,,,,BAITARNI RIVER AT,,ODISHA,,,16.0,,,26.0,,,6.2,,,8.9,,,6.7,,,8.4,,
,,,,NAIGARH,,,,,,,,,,,,,,,,,,,,,,
3936,,,,BAITARNI RIVER AT,,ODISHA,,,15.0,,,26.0,,,6.1,,,8.4,,,6.0,,,8.4,,
,,,,UNCHABALI,,,,,,,,,,,,,,,,,,,,,,
3937,,,"BAITARNI RIVER AT
CHAMPUA",,,ODISHA,,,17.0,,,29.0,,,6.0,,,7.8,,,6.8,,,8.3,,
3938,,,,BAITARNI RIVET AT,,ODISHA,,,15.0,,,29.0,,,6.4,,,8.2,,,6.9,,,8.3,,
,,,,TRIBINDHA,,,,,,,,,,,,,,,,,,,,,,
2421,,,"KUSEI BEFORE
JOINING WITH
BAITARANI RIVER
AT ANAND",,,ODISHA,,,19.0,,,28.0,,,7.1,,,9.6,,,7.0,,,8.5,,
3939,,,,KUNDRA NALLAH,,ODISHA,,,15.0,,,28.0,,,6.0,,,8.3,,,6.9,,,8.4,,
,,,,AT JODA,,,,,,,,,,,,,,,,,,,,,,
,3940,,,BHADRAK U/S,,,ODISHA,,,13.0,,,25.0,,,5.2,,,9.6,,,7.1,,,8.4,
3941,,,BHADRAK D/S,,,ODISHA,,,13.0,,,26.0,,,5.6,,,9.6,,,6.4,,,8.4,,
"Station
Code",LOCATION,,,STATE,"Temperature
(0 C)",,"Dissolved Oxygen
(mg/ L)",,pH,,"Conductivity
(µmho/ Cm)",,,Bio-Chemical,,,"Nitrate
(mg/ L)",,"Faecal Coliform
(MPN/ 100 mL)",,,,"Total Coliform
(MPN/ 100 mL)",,,
,,,,,,,,,,,,,,Oxygen Demand,,,,,,,,,,,,
,,,,,,,,,,,,,,(mg/ L),,,,,,,,,,,,
,,,,,,,> 5.0 mg/ L,,6.5 - 8.5,,,,< 3.0 mg/ L,,,,,,,< 2500 MPN/ 100,,,,,,
,,,,,,,,,,,,,,,,,,,,mL,,,,,,
,,,,,Min,Max,Min,Max,Min,Max,Min,Max,Min,,Max,,Min,Max,Min,,Max,,Min,Max,,
1038,,BRAHMANI AT,,ODISHA,23.0,33.0,3.5,7.4,6.6,8.2,207,494,1.5,,7.6,,0.95,11.07,1700,,49000,,5400,92000,,
,,"D/S PANPOSH,",,,,,,,,,,,,,,,,,,,,,,,,
,,ODISHA,,,,,,,,,,,,,,,,,,,,,,,,
1302,"BRAHMANI AT
ROURKELA D/S,
ODISHA",,,ODISHA,22.0,33.0,3.7,8.0,6.6,8.2,150,308,0.8,,6.5,,0.65,7.49,490,,35000,,1300,92000,,
2414,"ROURKELA FDS
AT BIRITOLA",,,ODISHA,21.0,33.0,5.2,8.2,6.7,8.2,141,273,0.4,,2.8,,0.27,2.89,20,,5400,,45,9200,,
1039,"BRAHMANI AT
BONAIGARH,
ODISHA",,,ODISHA,21.0,32.0,4.9,9.0,7.0,8.2,111,245,0.1,,5.2,,0.70,7.02,2,,1700,,20,7900,,
1040,,BRAHMANI AT,,ODISHA,20.0,30.0,6.0,9.0,6.9,8.2,111,199,0.5,,1.5,,0.05,1.08,20,,540,,68,1600,,
,,"RENGALI, ODISHA",,,,,,,,,,,,,,,,,,,,,,,,
1041,,BRAHMANI AT,,ODISHA,19.0,31.0,4.8,9.2,7.1,8.3,102,187,0.2,,1.9,,0.06,1.18,45,,1300,,130,3500,,
,,"SAMAL, ODISHA",,,,,,,,,,,,,,,,,,,,,,,,
"Station
Code",,,LOCATION,,,STATE,,,"Temperature
(0 C)",,,,,,"Dissolved Oxygen
(mg/ L)",,,,,,pH,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,> 5.0 mg/ L,,,,,,6.5 - 8.5,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,
1303,,,,BRAHMANI AT,,ODISHA,,,19.0,,,31.0,,,6.4,,,8.6,,,7.2,,,8.2,,
,,,,"TALCHER U/S,",,,,,,,,,,,,,,,,,,,,,,
,,,,ODISHA,,,,,,,,,,,,,,,,,,,,,,
2415,,,"TALCHER FU/S
(INTAKE WELL OF
MCL, TALCHER)",TALCHER FU/S,,ODISHA,,,18.0,,,30.0,,,7.2,,,9.0,,,7.1,,,8.3,,
,,,,(INTAKE WELL OF,,,,,,,,,,,,,,,,,,,,,,
,2416,,,TALCHER FD/S,,,ODISHA,,,20.0,,,30.0,,,6.4,,,9.1,,,7.0,,,8.2,
1042,,,,BRAHMANI AT,,ODISHA,,,19.0,,,29.0,,,6.9,,,8.8,,,6.6,,,8.1,,
,,,,"KAMALANGA,",,,,,,,,,,,,,,,,,,,,,,
,,,,ODISHA,,,,,,,,,,,,,,,,,,,,,,
2417,,,,"DHENKANAL D/S,",,ODISHA,,,20.0,,,32.0,,,5.8,,,9.2,,,7.3,,,8.0,,
,,,,DHENKANAL,,,,,,,,,,,,,,,,,,,,,,
,,,,TOWN,,,,,,,,,,,,,,,,,,,,,,
1043,,,,BRAHMANI AT,,ODISHA,,,18.0,,,32.0,,,6.8,,,9.0,,,7.3,,,8.3,,
,,,,"BHUBAN, ODISHA",,,,,,,,,,,,,,,,,,,,,,
2418,,,"KABATABANDHA
(BEFORE IMPACT
OF INDUSTRIAL
ACTIVITY",,,ODISHA,,,19.0,,,30.0,,,6.4,,,7.6,,,6.3,,,8.4,,
1044,,,"BRAHMANI AT
DHARMASHALA,
ODISHA",,,ODISHA,,,14.0,,,30.0,,,6.8,,,7.9,,,6.4,,,8.2,,
10018,,,,RIVER BRAHMANI,,ODISHA,,,17.0,,,30.0,,,6.0,,,8.8,,,7.3,,,8.2,,
,,,,AT CHANDBALI,,,,,,,,,,,,,,,,,,,,,,
,,,,U/S,,,,,,,,,,,,,,,,,,,,,,
10019,,,,RIVER BRAHMANI,,ODISHA,,,14.0,,,30.0,,,6.6,,,7.6,,,6.7,,,8.4,,
,,,,AT,,,,,,,,,,,,,,,,,,,,,,
"Station
Code",,,LOCATION,,,STATE,,,"Temperature
(0 C)",,,,,,"Dissolved Oxygen
(mg/ L)",,,,,,pH,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,> 5.0 mg/ L,,,,,,6.5 - 8.5,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,
,,,"DHARAMSHALA
D/S",,,,,,,,,,,,,,,,,,,,,,,
3917,,,MANDAPAL,,,ODISHA,,,19.0,,,30.0,,,6.8,,,8.4,,,7.1,,,8.1,,
,3918,,,DHENKANAL U/S,,,ODISHA,,,18.0,,,32.0,,,7.2,,,9.4,,,7.3,,,8.2,
1045,,,,BRAHMANI AT,,ODISHA,,,20.0,,,33.0,,,6.0,,,9.2,,,7.0,,,8.4,,
,,,,"PATTAMUNDAI,",,,,,,,,,,,,,,,,,,,,,,
,,,,ODISHA,,,,,,,,,,,,,,,,,,,,,,
3919,,,,NANDIRA U/S AT,,ODISHA,,,17.0,,,30.0,,,5.8,,,8.8,,,7.2,,,8.4,,
,,,,KUKUDANGA,,,,,,,,,,,,,,,,,,,,,,
3920,,,"NANDIRA D/S AT
DASNALI",,,ODISHA,,,17.0,,,30.0,,,5.8,,,8.5,,,7.4,,,8.5,,
3921,,,"KISINDAJHOR AR
KHARAGPRASAD",,,ODISHA,,,19.0,,,29.0,,,4.6,,,8.2,,,7.6,,,8.3,,
,3922,,,BINJHARPUR,,,ODISHA,,,16.0,,,29.0,,,7.2,,,8.6,,,7.1,,,8.3,
1035,,,,KARO AT,,JHARKHAND,,,12.0,,,36.0,,,7.5,,,8.4,,,7.2,,,8.0,,
,,,,"LOHOJIMI U/S,",,,,,,,,,,,,,,,,,,,,,,
,,,,JHARKAND,,,,,,,,,,,,,,,,,,,,,,
3915,,,,KARO RIVER T,,ODISHA,,,14.0,,,26.0,,,6.0,,,7.7,,,6.4,,,8.5,,
,,,,BADBIL,,,,,,,,,,,,,,,,,,,,,,
"Station
Code",LOCATION,,,STATE,"Temperature
(0 C)",,"Dissolved Oxygen
(mg/ L)",,pH,,"Conductivity
(µmho/ Cm)",,,Bio-Chemical,,,"Nitrate
(mg/ L)",,"Faecal Coliform
(MPN/ 100 mL)",,,,"Total Coliform
(MPN/ 100 mL)",,,
,,,,,,,,,,,,,,Oxygen Demand,,,,,,,,,,,,
,,,,,,,,,,,,,,(mg/ L),,,,,,,,,,,,
,,,,,,,> 5.0 mg/ L,,6.5 - 8.5,,,,< 3.0 mg/ L,,,,,,,< 2500 MPN/ 100,,,,,,
,,,,,,,,,,,,,,,,,,,,mL,,,,,,
,,,,,Min,Max,Min,Max,Min,Max,Min,Max,Min,,Max,,Min,Max,Min,,Max,,Min,Max,,
1036,"KOEL AT
MANOHARPUR
AFTER MEETING
KOINA RIVER D/S,",,,JHARKHAND,14.0,36.0,7.4,8.0,7.4,7.6,232,278,0.3,,0.8,,,,,,,,,,,
1033,"KOEL AT BASIA,
DAM U/S,
JHARKHAND",,,JHARKHAND,13.0,35.0,7.6,8.5,7.3,8.2,,,2.1,,2.7,,,,140,,150,,750,930,,
2413,"KOEL U/S (AFTER
CONFLUENCE OF
RIVER KARO)",,,ODISHA,22.0,31.0,4.5,8.0,6.7,8.3,133,251,0.4,,1.8,,0.08,1.17,20,,16000,,68,16000,,
3916,"ROURKELA FD/S
AT ATTAGHAT",,,ODISHA,21.0,32.0,4.6,8.6,6.9,8.2,152,313,0.8,,5.4,,0.21,5.58,20,,13000,,92,24000,,
2376,,NORTH KOEL U/S,,JHARKHAND,14.0,40.0,7.5,8.5,6.8,7.6,,,2.4,,3.0,,,,140,,200,,750,1200,,
,,DALTANGANJ,,,,,,,,,,,,,,,,,,,,,,,,
"Station
Code",,,LOCATION,,,STATE,,,"Temperature
(0 C)",,,,,,"Dissolved Oxygen
(mg/ L)",,,,,,pH,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,> 5.0 mg/ L,,,,,,6.5 - 8.5,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,
2377,,,,NORTH KOEL D/S,,JHARKHAND,,,14.0,,,39.0,,,7.6,,,8.4,,,6.7,,,7.9,,
,,,,"BCCL, REHLA",,,,,,,,,,,,,,,,,,,,,,
1034,,,,"SANKH AT BOLBA,",,JHARKHAND,,,13.0,,,34.0,,,7.8,,,8.6,,,7.1,,,8.4,,
,,,,JHARKAND,,,,,,,,,,,,,,,,,,,,,,
2419,,,,KHANDITARA,,ODISHA,,,17.0,,,28.0,,,6.4,,,8.4,,,6.8,,,8.1,,
,,,,(D/S OF,,,,,,,,,,,,,,,,,,,,,,
,,,,INDUSTRIAL,,,,,,,,,,,,,,,,,,,,,,
